subject,session,stimulation_condition,run,trial_nr,n1,n2,p1,p2,choice,rt
57,1,baseline,2,38,10.0,40.0,1.0,0.55,2.0,0.8843138000011095
57,1,baseline,2,39,28.0,55.0,1.0,0.55,1.0,1.0662220999984129
57,1,baseline,2,40,7.0,13.0,1.0,0.55,1.0,0.7941117000009399
57,1,baseline,3,41,56.0,20.0,0.55,1.0,2.0,1.0756423999992002
57,1,baseline,3,42,78.0,28.0,0.55,1.0,2.0,0.8979170999991837
57,1,baseline,3,43,46.0,28.0,0.55,1.0,2.0,0.674841899999592
57,1,baseline,3,44,23.0,10.0,0.55,1.0,1.0,0.8412786999979289
57,1,baseline,3,45,47.0,14.0,0.55,1.0,1.0,1.0014855999979773
57,1,baseline,3,46,78.0,28.0,0.55,1.0,2.0,0.8855748000023453
57,1,baseline,3,47,39.0,14.0,0.55,1.0,1.0,1.0539977000007639
57,1,baseline,3,48,112.0,28.0,0.55,1.0,2.0,0.8448563000019931
57,1,baseline,3,49,40.0,10.0,0.55,1.0,1.0,0.809472500000993
57,1,baseline,3,50,28.0,10.0,0.55,1.0,1.0,1.3665332999989914
57,1,baseline,3,51,14.0,39.0,1.0,0.55,1.0,0.7374162999985856
57,1,baseline,3,52,7.0,28.0,1.0,0.55,2.0,0.520495400000101
57,1,baseline,3,53,20.0,47.0,1.0,0.55,1.0,0.8401631999986137
57,1,baseline,3,54,10.0,23.0,1.0,0.55,1.0,0.8784401999982947
57,1,baseline,3,55,20.0,33.0,1.0,0.55,1.0,0.7265855000004819
57,1,baseline,3,56,14.0,56.0,1.0,0.55,2.0,1.1809624999986852
57,1,baseline,3,57,20.0,56.0,1.0,0.55,2.0,0.895386500000285
57,1,baseline,3,58,7.0,11.0,1.0,0.55,,
57,1,baseline,3,59,14.0,27.0,1.0,0.55,1.0,1.0677486999993562
57,1,baseline,3,60,7.0,28.0,1.0,0.55,1.0,1.4475911000008637
57,1,baseline,4,61,28.0,112.0,1.0,0.55,1.0,0.9385093999990204
57,1,baseline,4,62,20.0,47.0,1.0,0.55,1.0,0.8816036000025633
57,1,baseline,4,63,10.0,28.0,1.0,0.55,1.0,1.2034581000007165
57,1,baseline,4,64,20.0,56.0,1.0,0.55,2.0,0.910273599998618
57,1,baseline,4,65,10.0,16.0,1.0,0.55,1.0,1.2742767999989297
57,1,baseline,4,66,14.0,56.0,1.0,0.55,2.0,0.8632260000012906
57,1,baseline,4,67,28.0,66.0,1.0,0.55,1.0,0.6758961999985331
57,1,baseline,4,68,14.0,33.0,1.0,0.55,2.0,1.263370999997278
57,1,baseline,4,69,10.0,19.0,1.0,0.55,1.0,0.9528367999992042
57,1,baseline,4,70,7.0,16.0,1.0,0.55,2.0,0.7994380000018566
57,1,baseline,4,71,19.0,7.0,0.55,1.0,1.0,1.0720949999995355
57,1,baseline,4,72,33.0,10.0,0.55,1.0,1.0,0.9041443999994954
57,1,baseline,4,73,28.0,7.0,0.55,1.0,1.0,1.030424900000071
57,1,baseline,4,74,67.0,20.0,0.55,1.0,2.0,0.9090359000001627
57,1,baseline,4,75,55.0,28.0,0.55,1.0,2.0,1.2724586000004194
57,1,baseline,4,76,47.0,14.0,0.55,1.0,1.0,1.0723870000001625
57,1,baseline,4,77,11.0,7.0,0.55,1.0,2.0,0.8443571999996209
57,1,baseline,4,78,33.0,14.0,0.55,1.0,2.0,1.304607300000498
57,1,baseline,4,79,47.0,20.0,0.55,1.0,2.0,1.24676289999843
57,1,baseline,4,80,19.0,10.0,0.55,1.0,2.0,1.068630800000392
57,1,baseline,5,81,27.0,14.0,0.55,1.0,1.0,1.4404968000017107
57,1,baseline,5,82,46.0,28.0,0.55,1.0,2.0,1.0791121000002022
57,1,baseline,5,83,16.0,7.0,0.55,1.0,1.0,1.033495399999083
57,1,baseline,5,84,19.0,10.0,0.55,1.0,2.0,0.9684250000027532
57,1,baseline,5,85,28.0,10.0,0.55,1.0,2.0,0.9388586000022769
57,1,baseline,5,86,80.0,20.0,0.55,1.0,2.0,0.7351787000006738
57,1,baseline,5,87,16.0,7.0,0.55,1.0,1.0,0.6304477999983646
57,1,baseline,5,88,16.0,10.0,0.55,1.0,2.0,1.1201618999984788
57,1,baseline,5,89,94.0,28.0,0.55,1.0,2.0,0.7076940999977523
57,1,baseline,5,90,94.0,28.0,0.55,1.0,2.0,0.8289154999984021
57,1,baseline,5,91,20.0,33.0,1.0,0.55,1.0,1.4626222000006521
57,1,baseline,5,92,10.0,33.0,1.0,0.55,2.0,1.2570669999986421
57,1,baseline,5,93,14.0,27.0,1.0,0.55,2.0,0.8892470999998636
57,1,baseline,5,94,20.0,67.0,1.0,0.55,2.0,0.980111199998646
57,1,baseline,5,95,7.0,19.0,1.0,0.55,2.0,0.6027013000020816
57,1,baseline,5,96,10.0,33.0,1.0,0.55,2.0,0.9876229000001331
57,1,baseline,5,97,10.0,40.0,1.0,0.55,2.0,0.721136000000115
57,1,baseline,5,98,10.0,23.0,1.0,0.55,1.0,0.9645200000013574
57,1,baseline,5,99,20.0,80.0,1.0,0.55,1.0,0.8742988999983936
57,1,baseline,5,100,28.0,78.0,1.0,0.55,1.0,0.7336383999972895
57,1,baseline,6,101,7.0,13.0,1.0,0.55,1.0,0.5546062000030361
57,1,baseline,6,102,28.0,46.0,1.0,0.55,1.0,0.9118732000024465
57,1,baseline,6,103,14.0,33.0,1.0,0.55,1.0,0.8888764000002993
57,1,baseline,6,104,7.0,19.0,1.0,0.55,1.0,1.0960330000016256
57,1,baseline,6,105,28.0,78.0,1.0,0.55,2.0,1.3986026000020502
57,1,baseline,6,106,28.0,94.0,1.0,0.55,1.0,1.1137420000013663
57,1,baseline,6,107,14.0,23.0,1.0,0.55,2.0,1.4127932999981425
57,1,baseline,6,108,28.0,46.0,1.0,0.55,1.0,1.3580681000021144
57,1,baseline,6,109,7.0,23.0,1.0,0.55,2.0,1.2573924999996962
57,1,baseline,6,110,20.0,80.0,1.0,0.55,2.0,1.1602257000013196
57,1,baseline,6,111,39.0,20.0,0.55,1.0,1.0,1.0714092999987486
57,1,baseline,6,112,40.0,10.0,0.55,1.0,1.0,0.7320180000023981
57,1,baseline,6,113,55.0,28.0,0.55,1.0,2.0,0.8510614000005887
57,1,baseline,6,114,23.0,14.0,0.55,1.0,2.0,2.616419399997511
57,1,baseline,6,115,112.0,28.0,0.55,1.0,2.0,0.874312000003556
57,1,baseline,6,116,47.0,20.0,0.55,1.0,1.0,0.8821119000022009
57,1,baseline,6,117,33.0,14.0,0.55,1.0,1.0,0.9988018000003933
57,1,baseline,6,118,33.0,20.0,0.55,1.0,2.0,0.39224340000146185
57,1,baseline,6,119,23.0,7.0,0.55,1.0,1.0,0.7671977999998489
57,1,baseline,6,120,23.0,7.0,0.55,1.0,1.0,1.4963974000020244
58,1,baseline,1,1,29.0,10.0,0.55,1.0,2.0,1.9366306000001714
58,1,baseline,1,2,54.0,20.0,0.55,1.0,2.0,0.8078075000003082
58,1,baseline,1,3,22.0,7.0,0.55,1.0,2.0,3.300507599999932
58,1,baseline,1,4,38.0,14.0,0.55,1.0,2.0,1.6508764000000156
58,1,baseline,1,5,74.0,20.0,0.55,1.0,1.0,1.6488656000001072
58,1,baseline,1,6,44.0,14.0,0.55,1.0,1.0,1.5998696999995587
58,1,baseline,1,7,48.0,14.0,0.55,1.0,2.0,1.10834199999951
58,1,baseline,1,8,80.0,20.0,0.55,1.0,1.0,2.464259099999282
58,1,baseline,1,9,76.0,28.0,0.55,1.0,2.0,0.9464923999994141
58,1,baseline,1,10,58.0,20.0,0.55,1.0,2.0,1.1984905999997864
58,1,baseline,1,11,7.0,20.0,1.0,0.55,2.0,1.5739632000004349
58,1,baseline,1,12,20.0,63.0,1.0,0.55,1.0,1.642442200000005
58,1,baseline,1,13,20.0,74.0,1.0,0.55,1.0,1.0257793999999194
58,1,baseline,1,14,28.0,96.0,1.0,0.55,1.0,0.9286001000000397
58,1,baseline,1,15,14.0,51.0,1.0,0.55,2.0,0.9724146999997174
58,1,baseline,1,16,20.0,80.0,1.0,0.55,1.0,1.4543575000006967
58,1,baseline,1,17,14.0,44.0,1.0,0.55,2.0,1.1200091000000612
58,1,baseline,1,18,10.0,34.0,1.0,0.55,2.0,0.8483419999993203
58,1,baseline,1,19,10.0,40.0,1.0,0.55,2.0,1.4941961000004085
58,1,baseline,1,20,10.0,27.0,1.0,0.55,2.0,1.038439500000095
58,1,baseline,2,21,22.0,7.0,0.55,1.0,,
58,1,baseline,2,22,74.0,20.0,0.55,1.0,,
58,1,baseline,2,23,38.0,14.0,0.55,1.0,1.0,0.6404300999993211
58,1,baseline,2,24,25.0,7.0,0.55,1.0,1.0,1.3448797000000923
58,1,baseline,2,25,56.0,14.0,0.55,1.0,1.0,1.0366924999998304
58,1,baseline,2,26,54.0,20.0,0.55,1.0,1.0,1.3113235000000714
58,1,baseline,2,27,24.0,7.0,0.55,1.0,1.0,0.929447800000176
58,1,baseline,2,28,82.0,28.0,0.55,1.0,1.0,1.4376887999997052
58,1,baseline,2,29,51.0,14.0,0.55,1.0,1.0,0.7734496000002764
58,1,baseline,2,30,27.0,10.0,0.55,1.0,2.0,0.9573095000005196
58,1,baseline,2,31,14.0,48.0,1.0,0.55,2.0,0.7735041000005367
58,1,baseline,2,32,10.0,40.0,1.0,0.55,2.0,0.6762963999999556
58,1,baseline,2,33,10.0,27.0,1.0,0.55,1.0,1.0217137999997874
58,1,baseline,2,34,28.0,82.0,1.0,0.55,1.0,0.7978485000003275
58,1,baseline,2,35,7.0,24.0,1.0,0.55,2.0,0.7521688999994751
58,1,baseline,2,36,7.0,20.0,1.0,0.55,2.0,0.5309121000000516
58,1,baseline,2,37,20.0,54.0,1.0,0.55,1.0,0.8512213000003612
58,1,baseline,2,38,14.0,44.0,1.0,0.55,2.0,0.8917000000001281
58,1,baseline,2,39,20.0,54.0,1.0,0.55,1.0,1.0401191999999355
58,1,baseline,2,40,7.0,22.0,1.0,0.55,2.0,0.88139449999926
58,1,baseline,3,41,10.0,37.0,1.0,0.55,2.0,0.6874869000002946
58,1,baseline,3,42,28.0,103.0,1.0,0.55,1.0,1.4525231999996393
58,1,baseline,3,43,14.0,38.0,1.0,0.55,2.0,1.9149562999991758
58,1,baseline,3,44,14.0,41.0,1.0,0.55,2.0,0.7206580999991274
58,1,baseline,3,45,7.0,22.0,1.0,0.55,2.0,1.0378693000002528
58,1,baseline,3,46,28.0,89.0,1.0,0.55,1.0,1.0828538000005352
58,1,baseline,3,47,28.0,103.0,1.0,0.55,,
58,1,baseline,3,48,14.0,48.0,1.0,0.55,1.0,1.0172074000002027
58,1,baseline,3,49,7.0,24.0,1.0,0.55,2.0,0.5046088999988569
58,1,baseline,3,50,10.0,31.0,1.0,0.55,2.0,0.4785529000000679
58,1,baseline,3,51,19.0,7.0,0.55,1.0,1.0,2.247513600001213
58,1,baseline,3,52,96.0,28.0,0.55,1.0,2.0,1.2001120000004448
58,1,baseline,3,53,68.0,20.0,0.55,1.0,1.0,1.0751188000012917
58,1,baseline,3,54,56.0,14.0,0.55,1.0,1.0,0.7182778000006067
58,1,baseline,3,55,34.0,10.0,0.55,1.0,1.0,0.9056538999993791
58,1,baseline,3,56,28.0,7.0,0.55,1.0,1.0,1.0219569000000774
58,1,baseline,3,57,31.0,10.0,0.55,1.0,1.0,0.8992868999994243
58,1,baseline,3,58,27.0,10.0,0.55,1.0,2.0,1.0877607000002172
58,1,baseline,3,59,41.0,14.0,0.55,1.0,2.0,1.1276555999993434
58,1,baseline,3,60,68.0,20.0,0.55,1.0,1.0,1.1655939999982365
58,1,baseline,4,61,37.0,10.0,0.55,1.0,1.0,0.5716790000005858
58,1,baseline,4,62,82.0,28.0,0.55,1.0,2.0,1.6344655000011699
58,1,baseline,4,63,80.0,20.0,0.55,1.0,1.0,1.0061111000013625
58,1,baseline,4,64,20.0,7.0,0.55,1.0,1.0,1.0243160999998508
58,1,baseline,4,65,41.0,14.0,0.55,1.0,1.0,0.8807225000000756
58,1,baseline,4,66,89.0,28.0,0.55,1.0,2.0,1.4153247000012499
58,1,baseline,4,67,58.0,20.0,0.55,1.0,2.0,1.4592807000008605
58,1,baseline,4,68,40.0,10.0,0.55,1.0,1.0,2.284358099999764
58,1,baseline,4,69,89.0,28.0,0.55,1.0,2.0,0.7650755999984256
58,1,baseline,4,70,28.0,7.0,0.55,1.0,1.0,1.0814399999999296
58,1,baseline,4,71,7.0,25.0,1.0,0.55,2.0,0.8499771000006149
58,1,baseline,4,72,7.0,28.0,1.0,0.55,2.0,0.7187494000008883
58,1,baseline,4,73,28.0,89.0,1.0,0.55,1.0,0.5276582000006158
58,1,baseline,4,74,20.0,63.0,1.0,0.55,1.0,0.9058143000002019
58,1,baseline,4,75,28.0,76.0,1.0,0.55,1.0,0.6392417999995246
58,1,baseline,4,76,14.0,56.0,1.0,0.55,2.0,0.3568386000006285
58,1,baseline,4,77,14.0,41.0,1.0,0.55,2.0,1.1279923999991865
58,1,baseline,4,78,10.0,29.0,1.0,0.55,2.0,1.1732608000002074
58,1,baseline,4,79,28.0,96.0,1.0,0.55,1.0,0.3982703000001493
58,1,baseline,4,80,14.0,51.0,1.0,0.55,1.0,0.757227399999465
58,1,baseline,5,81,63.0,20.0,0.55,1.0,1.0,0.6986390999991237
58,1,baseline,5,82,48.0,14.0,0.55,1.0,1.0,1.2589153999997507
58,1,baseline,5,83,24.0,7.0,0.55,1.0,2.0,1.9451418999997259
58,1,baseline,5,84,37.0,10.0,0.55,1.0,1.0,0.4193037999993976
58,1,baseline,5,85,103.0,28.0,0.55,1.0,2.0,1.1111118999997416
58,1,baseline,5,86,19.0,7.0,0.55,1.0,1.0,0.9160945999992549
58,1,baseline,5,87,112.0,28.0,0.55,1.0,2.0,1.4390437999991406
58,1,baseline,5,88,29.0,10.0,0.55,1.0,1.0,1.0104441000003277
58,1,baseline,5,89,103.0,28.0,0.55,1.0,2.0,1.038571299999603
58,1,baseline,5,90,25.0,7.0,0.55,1.0,1.0,1.0244507000006706
58,1,baseline,5,91,28.0,76.0,1.0,0.55,1.0,0.7072300999989238
58,1,baseline,5,92,20.0,74.0,1.0,0.55,1.0,1.8332969999991917
58,1,baseline,5,93,28.0,112.0,1.0,0.55,1.0,1.3522015999987786
58,1,baseline,5,94,10.0,29.0,1.0,0.55,1.0,1.270580899999942
58,1,baseline,5,95,14.0,38.0,1.0,0.55,2.0,1.0719895000001713
58,1,baseline,5,96,10.0,37.0,1.0,0.55,2.0,0.758747200001352
58,1,baseline,5,97,28.0,82.0,1.0,0.55,1.0,0.6608125999991614
58,1,baseline,5,98,7.0,28.0,1.0,0.55,2.0,0.6150065000001632
58,1,baseline,5,99,7.0,25.0,1.0,0.55,1.0,0.701762599999654
58,1,baseline,5,100,20.0,68.0,1.0,0.55,1.0,0.9207217000002856
58,1,baseline,6,101,112.0,28.0,0.55,1.0,2.0,0.8788696999999956
58,1,baseline,6,102,96.0,28.0,0.55,1.0,2.0,1.0412828999997146
58,1,baseline,6,103,51.0,14.0,0.55,1.0,1.0,1.1240872999987914
58,1,baseline,6,104,63.0,20.0,0.55,1.0,2.0,2.3782430999999775
58,1,baseline,6,105,40.0,10.0,0.55,1.0,1.0,0.9685214000000997
58,1,baseline,6,106,34.0,10.0,0.55,1.0,2.0,1.3497644999988552
58,1,baseline,6,107,76.0,28.0,0.55,1.0,2.0,1.1114188000010614
58,1,baseline,6,108,44.0,14.0,0.55,1.0,1.0,0.7173339999990418
58,1,baseline,6,109,31.0,10.0,0.55,1.0,2.0,1.2966028999999253
58,1,baseline,6,110,20.0,7.0,0.55,1.0,2.0,1.0548217999985354
58,1,baseline,6,111,20.0,58.0,1.0,0.55,1.0,1.1363875000006374
58,1,baseline,6,112,7.0,19.0,1.0,0.55,1.0,1.1002786999998193
58,1,baseline,6,113,20.0,68.0,1.0,0.55,2.0,0.9438298000004579
58,1,baseline,6,114,14.0,56.0,1.0,0.55,2.0,0.799266500000158
58,1,baseline,6,115,10.0,34.0,1.0,0.55,2.0,1.053204899999372
58,1,baseline,6,116,20.0,58.0,1.0,0.55,2.0,0.6663920999999391
58,1,baseline,6,117,28.0,112.0,1.0,0.55,1.0,0.7892147000002296
58,1,baseline,6,118,20.0,80.0,1.0,0.55,1.0,1.199500700000499
58,1,baseline,6,119,7.0,19.0,1.0,0.55,1.0,1.1156728000005387
58,1,baseline,6,120,10.0,31.0,1.0,0.55,2.0,0.6437124000003678
59,1,baseline,1,1,12.0,7.0,0.55,1.0,1.0,0.6546262000001661
59,1,baseline,1,2,40.0,10.0,0.55,1.0,1.0,0.5555957999995371
59,1,baseline,1,3,29.0,20.0,0.55,1.0,2.0,0.4668513000005987
59,1,baseline,1,4,14.0,10.0,0.55,1.0,2.0,0.6455847999996038
59,1,baseline,1,5,44.0,20.0,0.55,1.0,2.0,0.8883921000006012
59,1,baseline,1,6,15.0,7.0,0.55,1.0,1.0,0.617203600000721
59,1,baseline,1,7,10.0,7.0,0.55,1.0,1.0,0.6402181000003253
59,1,baseline,1,8,36.0,20.0,0.55,1.0,2.0,0.791329200000277
59,1,baseline,1,9,75.0,28.0,0.55,1.0,2.0,0.513375199999274
59,1,baseline,1,10,37.0,14.0,0.55,1.0,1.0,0.6719986999996479
59,1,baseline,1,11,7.0,15.0,1.0,0.55,1.0,0.9246424000002378
59,1,baseline,1,12,14.0,56.0,1.0,0.55,2.0,1.0315841999999975
59,1,baseline,1,13,10.0,14.0,1.0,0.55,1.0,1.400621100000535
59,1,baseline,1,14,20.0,65.0,1.0,0.55,2.0,0.7939562000001104
59,1,baseline,1,15,28.0,75.0,1.0,0.55,1.0,0.7378357000006872
59,1,baseline,1,16,28.0,112.0,1.0,0.55,1.0,0.6692674000005354
59,1,baseline,1,17,7.0,12.0,1.0,0.55,1.0,0.8496272000002136
59,1,baseline,1,18,20.0,53.0,1.0,0.55,2.0,0.7682963000006566
59,1,baseline,1,19,20.0,36.0,1.0,0.55,2.0,0.6019361999997273
59,1,baseline,1,20,10.0,32.0,1.0,0.55,2.0,0.5879048999995575
59,1,baseline,2,21,14.0,25.0,1.0,0.55,1.0,0.846870499999568
59,1,baseline,2,22,10.0,40.0,1.0,0.55,2.0,0.650567200000296
59,1,baseline,2,23,20.0,44.0,1.0,0.55,2.0,0.6980384000016784
59,1,baseline,2,24,20.0,29.0,1.0,0.55,1.0,0.8721764000001855
59,1,baseline,2,25,28.0,41.0,1.0,0.55,1.0,0.4776122999992509
59,1,baseline,2,26,10.0,14.0,1.0,0.55,1.0,0.8672303000003012
59,1,baseline,2,27,14.0,45.0,1.0,0.55,2.0,0.8435826000004454
59,1,baseline,2,28,14.0,20.0,1.0,0.55,1.0,0.7930763000003793
59,1,baseline,2,29,14.0,37.0,1.0,0.55,1.0,0.7379146000003232
59,1,baseline,2,30,20.0,44.0,1.0,0.55,1.0,0.7103497999996762
59,1,baseline,2,31,26.0,10.0,0.55,1.0,1.0,0.900307599998996
59,1,baseline,2,32,12.0,7.0,0.55,1.0,1.0,1.143988899999357
59,1,baseline,2,33,40.0,10.0,0.55,1.0,1.0,0.8605542000004789
59,1,baseline,2,34,26.0,10.0,0.55,1.0,2.0,0.976072699999321
59,1,baseline,2,35,18.0,10.0,0.55,1.0,1.0,1.2918363999997382
59,1,baseline,2,36,41.0,28.0,0.55,1.0,2.0,0.624088399999863
59,1,baseline,2,37,80.0,20.0,0.55,1.0,2.0,0.7425669999993261
59,1,baseline,2,38,30.0,14.0,0.55,1.0,2.0,0.9081140999987838
59,1,baseline,2,39,37.0,14.0,0.55,1.0,1.0,1.071232800000871
59,1,baseline,2,40,53.0,20.0,0.55,1.0,2.0,0.5304741999989346
59,1,baseline,3,41,18.0,10.0,0.55,1.0,1.0,0.9280875999993512
59,1,baseline,3,42,65.0,20.0,0.55,1.0,1.0,0.8628090000001976
59,1,baseline,3,43,15.0,7.0,0.55,1.0,1.0,1.173534399998971
59,1,baseline,3,44,10.0,7.0,0.55,1.0,2.0,0.6782151000006849
59,1,baseline,3,45,18.0,7.0,0.55,1.0,1.0,0.6945075000003271
59,1,baseline,3,46,91.0,28.0,0.55,1.0,2.0,0.5661973999995098
59,1,baseline,3,47,61.0,28.0,0.55,1.0,2.0,0.5771473999993759
59,1,baseline,3,48,112.0,28.0,0.55,1.0,2.0,0.5329810999992475
59,1,baseline,3,49,44.0,20.0,0.55,1.0,2.0,0.9050674999998876
59,1,baseline,3,50,45.0,14.0,0.55,1.0,1.0,0.6804375000010623
59,1,baseline,3,51,28.0,50.0,1.0,0.55,1.0,0.5680715999988024
59,1,baseline,3,52,10.0,18.0,1.0,0.55,1.0,0.5619540000007248
59,1,baseline,3,53,28.0,75.0,1.0,0.55,1.0,1.215208800000255
59,1,baseline,3,54,28.0,61.0,1.0,0.55,1.0,0.9374809999989964
59,1,baseline,3,55,14.0,20.0,1.0,0.55,2.0,0.48422419999945987
59,1,baseline,3,56,28.0,41.0,1.0,0.55,2.0,1.0606297000013
59,1,baseline,3,57,7.0,28.0,1.0,0.55,2.0,0.502450699999855
59,1,baseline,3,58,28.0,61.0,1.0,0.55,2.0,0.5067132999993191
59,1,baseline,3,59,7.0,12.0,1.0,0.55,1.0,1.585505299999511
59,1,baseline,3,60,20.0,53.0,1.0,0.55,2.0,0.6225109999995766
59,1,baseline,4,61,20.0,65.0,1.0,0.55,1.0,0.49769150000064144
59,1,baseline,4,62,10.0,26.0,1.0,0.55,2.0,0.5839102000008722
59,1,baseline,4,63,14.0,30.0,1.0,0.55,2.0,0.40942180000092776
59,1,baseline,4,64,7.0,10.0,1.0,0.55,1.0,0.7731814999987918
59,1,baseline,4,65,28.0,91.0,1.0,0.55,2.0,0.8025423999988561
59,1,baseline,4,66,28.0,91.0,1.0,0.55,1.0,0.46847290000008
59,1,baseline,4,67,20.0,29.0,1.0,0.55,1.0,0.3939723000002999
59,1,baseline,4,68,7.0,22.0,1.0,0.55,1.0,1.0276684000000387
59,1,baseline,4,69,14.0,25.0,1.0,0.55,1.0,1.0348316000000182
59,1,baseline,4,70,10.0,40.0,1.0,0.55,2.0,0.510702699999456
59,1,baseline,4,71,20.0,14.0,0.55,1.0,1.0,0.49497410000006425
59,1,baseline,4,72,22.0,10.0,0.55,1.0,1.0,0.7626144000005581
59,1,baseline,4,73,28.0,7.0,0.55,1.0,1.0,0.8399250000002212
59,1,baseline,4,74,91.0,28.0,0.55,1.0,2.0,0.7849497000006522
59,1,baseline,4,75,25.0,14.0,0.55,1.0,1.0,0.8523803999996744
59,1,baseline,4,76,32.0,10.0,0.55,1.0,1.0,0.8377120999994077
59,1,baseline,4,77,25.0,14.0,0.55,1.0,1.0,0.8895300999992628
59,1,baseline,4,78,56.0,14.0,0.55,1.0,1.0,0.43835129999933997
59,1,baseline,4,79,18.0,7.0,0.55,1.0,1.0,0.6075989000000845
59,1,baseline,4,80,50.0,28.0,0.55,1.0,2.0,0.49781560000150193
59,1,baseline,5,81,53.0,20.0,0.55,1.0,1.0,0.6424974000001313
59,1,baseline,5,82,112.0,28.0,0.55,1.0,2.0,0.583038899998428
59,1,baseline,5,83,32.0,10.0,0.55,1.0,1.0,0.6799573000007513
59,1,baseline,5,84,75.0,28.0,0.55,1.0,2.0,0.471626299999123
59,1,baseline,5,85,20.0,14.0,0.55,1.0,2.0,0.9299861999988792
59,1,baseline,5,86,65.0,20.0,0.55,1.0,2.0,0.7870093000001077
59,1,baseline,5,87,50.0,28.0,0.55,1.0,2.0,0.5690742000006423
59,1,baseline,5,88,56.0,14.0,0.55,1.0,1.0,0.7322409999996893
59,1,baseline,5,89,22.0,7.0,0.55,1.0,1.0,0.5581246000001556
59,1,baseline,5,90,28.0,7.0,0.55,1.0,1.0,0.5817241000004287
59,1,baseline,5,91,14.0,30.0,1.0,0.55,2.0,0.8518894999997428
59,1,baseline,5,92,20.0,80.0,1.0,0.55,1.0,0.590905400000338
59,1,baseline,5,93,14.0,56.0,1.0,0.55,2.0,0.6421054000002187
59,1,baseline,5,94,20.0,36.0,1.0,0.55,2.0,0.6818588999994688
59,1,baseline,5,95,10.0,22.0,1.0,0.55,1.0,0.9355388000003586
59,1,baseline,5,96,10.0,26.0,1.0,0.55,,
59,1,baseline,5,97,20.0,80.0,1.0,0.55,2.0,0.7974663999993936
59,1,baseline,5,98,14.0,37.0,1.0,0.55,2.0,0.5731137999991915
59,1,baseline,5,99,10.0,18.0,1.0,0.55,1.0,0.8636977000005572
59,1,baseline,5,100,7.0,10.0,1.0,0.55,1.0,0.5902321999983542
59,1,baseline,6,101,14.0,10.0,0.55,1.0,2.0,0.5029983999993419
59,1,baseline,6,102,22.0,10.0,0.55,1.0,1.0,1.1896218000001682
59,1,baseline,6,103,30.0,14.0,0.55,1.0,2.0,0.5097946000005322
59,1,baseline,6,104,36.0,20.0,0.55,1.0,2.0,0.5692275000001246
59,1,baseline,6,105,45.0,14.0,0.55,1.0,1.0,0.6512691999996889
59,1,baseline,6,106,80.0,20.0,0.55,1.0,2.0,0.4478770000005312
59,1,baseline,6,107,29.0,20.0,0.55,1.0,2.0,0.4360307000006429
59,1,baseline,6,108,41.0,28.0,0.55,1.0,2.0,0.5650388999983988
59,1,baseline,6,109,22.0,7.0,0.55,1.0,1.0,0.5345257999997841
59,1,baseline,6,110,61.0,28.0,0.55,1.0,2.0,0.7659572000011394
59,1,baseline,6,111,28.0,50.0,1.0,0.55,1.0,0.42689059999975143
59,1,baseline,6,112,7.0,15.0,1.0,0.55,2.0,0.6826653999997063
59,1,baseline,6,113,7.0,18.0,1.0,0.55,2.0,0.5836183999999491
59,1,baseline,6,114,14.0,45.0,1.0,0.55,2.0,0.7479906000007475
59,1,baseline,6,115,7.0,22.0,1.0,0.55,2.0,0.49285010000127727
59,1,baseline,6,116,28.0,112.0,1.0,0.55,1.0,0.8936350000003586
59,1,baseline,6,117,7.0,18.0,1.0,0.55,1.0,0.7836017999998148
59,1,baseline,6,118,10.0,32.0,1.0,0.55,2.0,1.0550607999994668
59,1,baseline,6,119,7.0,28.0,1.0,0.55,2.0,0.5732406000007018
59,1,baseline,6,120,10.0,22.0,1.0,0.55,2.0,1.0892016000016156
59,2,vertex,1,1,28.0,61.0,1.0,0.55,1.0,2.2451732000008775
59,2,vertex,1,2,7.0,10.0,1.0,0.55,1.0,0.9558218000002086
59,2,vertex,1,3,28.0,41.0,1.0,0.55,1.0,0.9724174000002819
59,2,vertex,1,4,28.0,112.0,1.0,0.55,1.0,0.6606577999991714
59,2,vertex,1,5,7.0,15.0,1.0,0.55,1.0,1.489458399999421
59,2,vertex,1,6,7.0,22.0,1.0,0.55,2.0,0.6093793999989572
59,2,vertex,1,7,20.0,36.0,1.0,0.55,1.0,0.43831829999908223
59,2,vertex,1,8,10.0,40.0,1.0,0.55,2.0,0.8887952999994013
59,2,vertex,1,9,7.0,18.0,1.0,0.55,2.0,0.8556162000004406
59,2,vertex,1,10,20.0,36.0,1.0,0.55,1.0,0.6552394000009372
59,2,vertex,1,11,50.0,28.0,0.55,1.0,2.0,0.4384628999996778
59,2,vertex,1,12,18.0,7.0,0.55,1.0,2.0,0.888901099999174
59,2,vertex,1,13,65.0,20.0,0.55,1.0,1.0,0.9722509000002901
59,2,vertex,1,14,61.0,28.0,0.55,1.0,2.0,0.38860270000077435
59,2,vertex,1,15,45.0,14.0,0.55,1.0,1.0,0.8723563999992336
59,2,vertex,1,16,10.0,7.0,0.55,1.0,2.0,0.47192749999885564
59,2,vertex,1,17,80.0,20.0,0.55,1.0,2.0,0.5215875999983837
59,2,vertex,1,18,44.0,20.0,0.55,1.0,2.0,0.8388890000005631
59,2,vertex,1,19,65.0,20.0,0.55,1.0,1.0,0.855498599999919
59,2,vertex,1,20,28.0,7.0,0.55,1.0,1.0,0.7889665999991848
